record_number,platform,source_dataset,source_product_id,product_url,title,brand,seller,observed_price,currency,source_category,product_type,weight_grams,dimensions,image_url,source_timestamp,estimate_status,manufacturing_category,product_archetype,match_basis,confidence,quantity_assumption,factory_cost_low_usd,factory_cost_base_usd,factory_cost_high_usd,packaging_base_usd,freight_base_usd,duty_assumption_percent,landed_cost_low_usd,landed_cost_base_usd,landed_cost_high_usd,marketplace_fee_rate_percent,fulfillment_assumption_usd,returns_allowance_rate_percent,total_selling_cost_base_usd,gross_profit_base_usd,gross_margin_base_percent,estimate_notes,description_excerpt,source_dataset_url,estimate_version
21,Amazon,Bright Data Amazon products sample,B0C1HSC43Y,https://www.amazon.com/dp/B0C1HSC43Y?th=1&psc=1&currency=USD&language=en_GB,Aqua Select Resin Step in a Box White | Ultra Sturdy Steps,Aqua Select,Sav███ore███ Po█████████es,399.99,USD,"Patio, Lawn & Garden > Pools, Hot Tubs & Supplies > Parts & Accessories > Slides, Ladders & Diving Boards > Pool Ladders",Pool Ladders,33157.5752,"53""W x 76""H",https://m.media-amazon.com/images/I/51Os7nTaT4L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-06-10 00:00:00.000,Estimated,Generic,Assembled consumer product,"Broad accessories category: Patio, Lawn & Garden > Pools, Hot Tubs & Supplies > Parts & Accessories > Slides, Ladders & Diving Boards > Pool Ladders",Low,1000,2.72,10.89,36.3,1,6.0,5,4.75,18.78,62.79,15.0,12.0,5.0,110.78,289.21,72.3,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,"The Aqua Select Resin Steps are ultra-sturdy due to their injection molding and integrated segment construction for superior strength. The steps will not sag or flex as well as requiring no weights to keep it in place. With the included handrails and bracket you can mount them to your pool deck. Also included is a complimentary 56"" x 46"" liner guard to protect your steps and the pool's bottom liner.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
22,Amazon,Bright Data Amazon products sample,B003HLZ3IS,https://www.amazon.com/dp/B003HLZ3IS?language=en_US&currency=USD,Swanson Raw Multi-Glandular for Men 60 Capsules,Swanson,,12.8,USD,"Health & Household > Vitamins, Minerals & Supplements > Vitamins > Multivitamins",,,‏  ‎ 1.9 x 1.9 x 3.5 inches; 1.92 Ounces,https://images-na.ssl-images-amazon.com/images/I/61bWRQY-3mL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2022-09-19 00:00:00.000,Estimated,Home,Rug or mat,Keyword/category match: rug,Low,1000,3.72,9.22,11.52,1.2,4.0,7,5.48,15.43,28.38,15.0,4.25,5.0,22.24,-9.44,-73.7,"Size, fiber, pile, backing, printing, and dimensional freight affect cost. Modifiers: premium/heavy-duty specification. Tariff and freight assumptions are illustrative and require current validation.","Raw Multi-Glandular for Men High quality glandular supplement For a high quality glandular supplement, developed by Swanson Health Products as part of our line of glandular products, try Swanson Premium Raw Multi-Glandular for Men. Back in the 1930s, four key factors led to glandulars becoming popular in the supplement world: the material was abundant to produce these products, the historical rationale for use and the evidence of safety were strong, and their affordability made them particularly",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
23,Amazon,Bright Data Amazon products sample,B0040AHYGY,https://www.amazon.com/Dingo-Dean-Mens-Boot/dp/B00APCKNKK,Dingo Mens Dean Harness Pull On Casual Boots Mid Calf - Black,Dingo,Wil███est███ot ██████,144.95,USD,"Clothing, Shoes & Jewelry > Boot Shop > Men > Fashion > Western",,,12 x 8 x 4 inches; 3 Pounds,https://m.media-amazon.com/images/I/91Osukc6XBL.__AC_SX395_SY395_QL70_FMwebp_.jpg,2023-10-04 00:00:00.000,Estimated,Generic,Textile product,"Broad apparel category: Clothing, Shoes & Jewelry > Boot Shop > Men > Fashion > Western",Low,1000,1.82,6.35,18.15,0.65,0.8,5,2.43,8.19,23.26,15.0,4.25,5.0,41.43,103.52,71.4,"Fiber, dimensions, sewing complexity, and finishing are unknown. Tariff and freight assumptions are illustrative and require current validation.","A harness and pull-on straps blend with western lines in this classic boot. Dingo makes great boots whether you are looking for fashion or function! Dingo's boot line is full of styles that will please the western and motorcycle crowds. Dingo boots have a reputation for producing tough yet stylish western boots. Dingo boots, the boot people buy by name. Nobody Puts Leather Together Like Dingo!",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
24,Amazon,Bright Data Amazon products sample,B00O85SSK2,https://www.amazon.com/dp/B00O85SSK2?language=en_US&currency=USD,Nature's Answer Echinacea Alcohol Free Extract 1 Fluid Ounce | Promotes Overall Wellness | Natural Immune Booster | Inflammatory Reducer,Nature's Answer,,12.74,USD,"Health & Household > Vitamins, Minerals & Supplements > Herbal Supplements > Echinacea",,,‏  ‎ 1.25 x 1.25 x 4 inches; 3.5 Ounces,https://images-na.ssl-images-amazon.com/images/I/51A5fN9-eRL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2022-09-18 00:00:00.000,Estimated,Generic,Textile product,"Broad source category: Health & Household > Vitamins, Minerals & Supplements > Herbal Supplements > Echinacea",Low,1000,1.82,6.35,11.47,0.65,0.8,5,2.43,8.19,16.24,15.0,4.25,5.0,14.99,-2.25,-17.7,"Fiber, dimensions, sewing complexity, and finishing are unknown. Tariff and freight assumptions are illustrative and require current validation.",Promotes a healthy immune system,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
25,Amazon,Bright Data Amazon products sample,B0BBFYRJCD,https://www.amazon.com/FTL-Daylight-Dimmable-Replacement-Lighting/dp/B0BBFYRJCD,"FTL GU10 Led Bulb 5000K Daylight White Dimmable Spot Light 6W 600LM 50W Halogen Replacement Bulbs for Track Lighting, Ceiling Recessed Lighting, 6-Pack",FTL,FTL███ght███,12.99,USD,Tools & Home Improvement > Light Bulbs > LED Bulbs,,170.0,1.97 x 1.97 x 2.05 inches; 5.93 Ounces,https://m.media-amazon.com/images/I/71xkuebNKoL.__AC_SY445_SX342_QL70_FMwebp_.jpg,2023-10-07 00:00:00.000,Estimated,Home,Lighting fixture or lamp,Keyword/category match: lamp,Low,1000,6.65,9.35,11.69,1.2,2.25,7,8.61,13.7,20.96,15.0,3.5,5.0,19.8,-6.81,-52.4,"Size, driver, safety certification, finish, and packaging affect cost. Modifiers: 6-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","About this item ✔Energy Saving: FTL dimmable gu10 led bulb 5000k only uses 6 watts, it can replace 50w-60w halogen bulbs, saving over 90% electricity bill. ✔Excellent Dimming: The 6w gu10 led bulbs dimmable daylight white color can be dimmed from 10-100%. The gu10 bulb is compatible with many dimmers. No buzzing, no humming. ✔Easy Installation: Standard mr16 shape gu10 base two prong light bulb, easy to replace your existing led track light bulbs or recessed ceiling light bulbs, just screw in, p",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
26,Amazon,Bright Data Amazon products sample,B0BTNL5FZK,https://www.amazon.com/Underglow-Million-Waterproof-Exterior-Control/dp/B0BTNL5FZK,"Car Underglow Lights,4PCs,180 LED RGB 8 Million Colors Music Mode,Car Under Glow Neon Accent Strip Lights,Waterproof Smart LED Exterior Lights Kit for Car, SUV, Truck,with APP Control,DC 12V",H HESHECEIN,Hes███ein███ore███,20.91,USD,Automotive > Lights & Lighting Accessories > Accent & Off Road Lighting > LED & Neon Lights > Neon Accent Lights,,458.12791999999996,9.69 x 5.43 x 2.24 inches,https://m.media-amazon.com/images/I/81YVMCGJpQL.__AC_SX300_SY300_QL70_ML2_.jpg,2023-10-07 00:00:00.000,Estimated,Home,Lighting fixture or lamp,Keyword/category match: lamp,Low,1000,6.91,15.06,18.82,1.2,2.5,7,9.0,20.07,29.23,15.0,4.75,5.0,29.0,-8.09,-38.7,"Size, driver, safety certification, finish, and packaging affect cost. Modifiers: weatherproof construction, 4-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","HESHECEIN Low-power Design Neon Exterior Car Lights Product characteristics： 1.The use of PVC shell material, with arbitrary bending, high and low temperature resistance, waterproof and other advantages! 2.With wireless cell phone remote control 3.This product with LED as a light source energy-saving power saving. Working voltage: 10V-15V maximum power: 12W. Features： 1. with sound control effect 2. IP68 waterproof, suitable for indoor and outdoor use 3. DC12V voltage 4. Sturdy, high shock resis",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
27,Amazon,Bright Data Amazon products sample,B076LRJ528,https://www.amazon.com/dp/B076LRJ528?language=en_US&currency=USD,"Koolertron One Handed Programmable Mechanical Keyboard with OEM Gateron Red Switch,All 48 Programmable Keys Tools Keypad,8 Macro Keys, PBT Keycaps.[SMKD72-A]",Koolertron,,85.99,USD,Video Games > PC > Accessories > Gaming Keyboards,,566.99,8 x 5 x 2 inches,https://images-na.ssl-images-amazon.com/images/I/71BV3U2VpWL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2022-09-06 00:00:00.000,Estimated,Electronics,Cable or passive adapter,Keyword/category match: usb cable,Medium,1000,0.55,1.98,5.51,0.3,0.15,3,0.75,2.51,6.81,15.0,4.75,5.0,24.45,61.54,71.6,"Length, conductor gauge, shielding, certification, and connectors affect cost. Tariff and freight assumptions are illustrative and require current validation.","Read more Macro Keyboard Specifications: All 48 keys are programmable, 8 Macro Keys,No backlit Key number: 48 Keyboard switch: OEM Gateron Red Keystroke force: 45±15cN Interface: 2 MINI USB Interfaces, USB2.1M detachable USB cable Rating: DC 5V, <100mA 0Key speed: 1-100ms The Macro Keyboard Has 2 Working Modes Standard operating mode and configuration management mode . Configuration management mode: This mode is used to modify the keyboard key configuration and transfer the new configuration dat",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
28,Amazon,Bright Data Amazon products sample,B0CBLGHG1F,https://www.amazon.com/dp/B0CBLGHG1F?th=1&psc=1&currency=USD&language=en_GB,"Signature Fitness Rubber Coated Hex Dumbbell Weight Set and Storage Rack, Multiple Packages",Signature Fitness,Ama███.co███,99.99,USD,Sports & Outdoors > Exercise & Fitness > Strength Training Equipment > Weights & Accessories > Dumbbells,,36287.36,"10""L x 5""W",https://m.media-amazon.com/images/I/91NI2g+QOgL._AC_SX300_SY300_.jpg,2024-04-29 00:00:00.000,Estimated,Sports,Dumbbell or free weight,Title match: dumbbell,Low,1000,4.54,14.52,40.84,0.8,30.0,6,14.67,48.04,140.81,15.0,12.0,5.0,80.04,19.95,20.0,"Weight, metal price, coating, pair/single count, and freight dominate. Tariff and freight assumptions are illustrative and require current validation.","About this item Signature Fitness Rubber Encased Hex Dumbbell, 90-Pound Set: A pair of 10LB, 15LB and 20LB Dumbbells are widely used in gyms and homes for various exercise purposes, a great tool for either full body workout, or specific muscle groups High quality solid cast dumbbell encased in rubber, dumbbells will last throughout the years while protect your floor Solid metal chrome finish contoured (ergo) handles designed to fit comfortably. Textured handle provides a tight and secure grip He",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
29,Amazon,Bright Data Amazon products sample,B0BWN2DTJD,https://www.amazon.com/dp/B0BWN2DTJD?th=1&psc=1&currency=USD&language=en_GB,"Art3d 4-Piece Wood Slat Acoustic Panels for Stylish Decor and Noise Reduction, 3D Textured Panel for Ceiling and Wall, Walnut",Art3d,Art███Sto███,161.49,USD,"Tools & Home Improvement > Paint, Wall Treatments & Supplies > Wallpaper & Wallpapering Supplies > 3D Wall Panels",D Wall Panels,15512.8464,94.5 x 7.9 x 0.8 inches,https://m.media-amazon.com/images/I/81AsLJ8IKfL._AC_SL1500_.jpg,2024-06-24 00:00:00.000,Estimated,Crafts,Art paint or craft supply,Keyword/category match: paint,Low,1000,1.0,3.5,10.0,0.55,1.5,3,1.7,5.72,16.27,15.0,12.0,5.0,50.01,111.48,69.0,"Material, pigment, size, brand standards, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.","Transcend Your Space with Art3d Achieve acoustic excellence with Art3d wood slat panels. Perfectly designed for sound absorption, these panels combine style and functionality, enhancing both the aesthetics and acoustics of any space Color Your Sound: Six Options to Suit Your Style! Sounds Amazing, Looks Stunning From Box to Wall - Experience Easy Install with Art3d! Customize Your Look with More Options Art3d | Oak Add to Cart Art3d | Walnut See Details Art3d | Matte Black Add to Cart Art3d | Wh",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
30,Amazon,Bright Data Amazon products sample,B0CY242B8P,https://www.amazon.com/dp/B0CY242B8P?th=1&psc=1&currency=USD&language=en_GB,4th of July Door Sign Independence Day Wreath Patriotic Door Decoration Flower US Wooden Sign for Memorial Day Front for Door Decor 12 Inch Outdoor,FANTPK,Lin███,7.99,USD,Home & Kitchen > Home Décor Products > Home Décor Accents > Wreaths,Wreaths,289.1649,12 x 12 x 0.1 inches,https://m.media-amazon.com/images/I/81BvLYGKcuL._AC_SL1500_.jpg,2024-06-24 00:00:00.000,Estimated,Generic,Assembled consumer product,Broad home category: Home & Kitchen > Home Décor Products > Home Décor Accents > Wreaths,Low,1000,2.72,5.75,7.19,1,1.8,5,3.65,8.98,16.79,15.0,4.75,5.0,15.33,-7.34,-91.8,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,"About this item 【WARM AND LIVELY DESIGN】Front door decoration hanging design features American flag and the word ""Welcome"", Create Independence Day Atmosphere,adding an artistic touch that elevates the festive atmosphere. 【PROPER SIZE】 You will get a Memorial Day sign that measures 12 x 12 inch, thickness 0.25inch, with a hemp rope, great for 4th of July front decorations. 【4TH OF JULY DECORATIONS】The Patriotic door sign is perfect for the front door, wall, fireplace, windows, gardens, patio, en",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
31,Amazon,Bright Data Amazon products sample,B084ZSPND4,https://www.amazon.com/dp/B084ZSPND4?language=en_US&currency=USD,"P&G Professional Deep Clean Restroom Cleaner by Comet Professional, Dilute2Go, 4.5 Liter Bottle, Deep-Clean: 4.5 Liters",P&G PROFESSIONAL,,41.49,USD,Health & Household > Household Supplies > Household Cleaning > All-Purpose Cleaners,,5756.08248,‏  ‎ 11.69 x 5.2 x 15.67 inches; 12.69 Pounds,https://m.media-amazon.com/images/I/41NpOvwnfRL._SY445_SX342_QL70_FMwebp_.jpg,2022-10-05 00:00:00.000,Estimated,Generic,Assembled consumer product,Generic fallback,Low,1000,2.72,10.89,36.3,1,4.4,5,4.33,17.1,56.91,15.0,12.0,5.0,37.4,4.09,9.9,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,"Comet Deep Clean removes soap scum, greasy soil, delivering a noticeable clean versus the leading competitor. Perfect for cleaning toilets, urinals, soap scum and hard water stains.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
32,Amazon,Bright Data Amazon products sample,B089N74ZRN,https://www.amazon.com/OLIGHT-Multi-use-Illumination-Rechargeable-Flashlight/dp/B089N74ZRN/ref=sr_1_1578?qid=1685370567&rnid=3180231&s=hi&sr=1-1578,"OLIGHT Perun Mini LED Headlamp 1000 Lumens Rechargeable, Right Angle Flashlight with Headband, EDC Handheld Flashlight for Camping, Running, Outdoor, Power Outage, Night Fishing, and Riding",OLIGHT,,64.95,USD,Tools & Home Improvement > Safety & Security > Flashlights > Hands Free Flashlights & Headlamps > Headlamps,,51.0291,"‎2.42""D x 0.83""W x 0.81""H",https://m.media-amazon.com/images/I/61v3CwhgC4L.__AC_SY445_SX342_QL70_FMwebp_.jpg,2023-05-29 00:00:00.000,Estimated,Electronics,Cable or passive adapter,Keyword/category match: charging cable,Medium,1000,0.74,2.67,7.4,0.3,0.11,3,0.93,3.17,8.66,15.0,3.5,5.0,19.66,45.29,69.7,"Length, conductor gauge, shielding, certification, and connectors affect cost. Modifiers: customization, weatherproof construction. Tariff and freight assumptions are illustrative and require current validation.","Product Description .aplus-v2 { display: block; margin-left: auto; margin-right: auto; } .aplus-v2 .aplus-3p-fixed-width { width: 970px; } .aplus-v2 .aplus-3p-fixed-width.aplus-module-wrapper { margin-left: auto; margin-right: auto; } .aplus-tech-spec-hide-loading { visibility: hidden; } .aplus-tech-spec-hide-loading:only-child { visibility: visible !important; } .aplus-tech-spec-hide-loading { visibility: visible !important; } (function(f) {var _np=(window.P._namespace(""AplusModule""));if(_np.gu",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
33,Amazon,Bright Data Amazon products sample,B099H8N6MN,https://www.amazon.com/dp/B099H8N6MN?th=1&psc=1&currency=USD&language=en_GB,"Posh Creations Bean Bag Chair for Kids, Teens, and Adults Includes Removable and Machine Washable Cover, Soft Faux Rabbit Fur - Black, 38in - Large",Posh Creations,Ama███.co███,51.74,USD,"Home & Kitchen > Furniture > Living Room Furniture > Bean Bags, Covers & Refills > Bean Bags",,3374.72448,"38""D x 38""W x 27""H",https://m.media-amazon.com/images/I/61TvCPZ7bdL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-04-30 00:00:00.000,Estimated,Generic,Assembled consumer product,"Broad home category: Home & Kitchen > Furniture > Living Room Furniture > Bean Bags, Covers & Refills > Bean Bags",Low,1000,2.99,11.98,39.93,1,3.2,5,4.3,16.99,56.31,15.0,12.0,5.0,39.34,12.4,24.0,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Modifiers: premium/heavy-duty specification. Tariff and freight assumptions are illustrative and require current validation.,"Premium beanbags with removable covers: most competing bean bags don't offer removable covers to cut costs. We believe it is important to have a removable cover to allow you to wash the cover and to also switch up styles/colors when you want. Posh bean bags are the perfect, comfortable addition to any space. Our soft removable covers are stuffed with the highest quality virgin polystyrene beans and our bag is durable and designed to last. multiple sizes offered for all ages medium 27 inch: measu",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
